ball_event_id,innings_id,over_number,ball_number,striker_id,bowler_id,runs_off_bat,extras,is_legal_delivery,phase,current_run_rate,required_run_rate,pressure_index,expected_runs,expected_wicket_probability,shot_risk_score,batter_control_score,target_is_wicket,target_total_runs
1494,13,5,5,29,12,1,0,True,powerplay,11.66,,0.226,1.033,0.053,0.523,0.112,0,1
1495,13,5,6,21,12,0,1,False,powerplay,11.83,,0.229,1.481,0.006,0.46,0.577,0,1
1496,13,5,6,21,12,1,0,True,powerplay,11.67,,0.229,1.481,0.016,0.46,0.637,0,1
1497,13,6,1,21,7,0,0,True,middle,11.35,,0.232,1.147,0.048,0.462,0.37,0,0
1498,13,6,2,21,7,0,0,True,middle,11.05,,0.235,1.146,0.048,0.463,0.462,0,0
1499,13,6,3,21,7,1,0,True,middle,10.92,,0.238,1.144,0.048,0.464,0.447,0,1
1500,13,6,4,29,7,0,0,True,middle,10.65,,0.241,0.693,0.086,0.53,0.003,0,0
1501,13,6,5,29,7,2,0,True,middle,10.68,,0.243,0.693,0.086,0.531,0,0,2
1502,13,6,6,29,7,2,0,True,middle,10.71,,0.246,0.691,0.086,0.532,0.082,0,2
1503,13,7,1,21,9,2,0,True,middle,10.74,,0.249,1.178,0.045,0.469,0.526,0,2
1504,13,7,2,21,9,0,0,True,middle,10.5,,0.252,1.177,0.045,0.471,0.487,0,0
1505,13,7,3,21,9,0,0,True,middle,10.27,,0.255,1.175,0.045,0.472,0.374,0,0
1506,13,7,4,21,9,0,1,False,middle,10.4,,0.258,1.174,0.006,0.473,0.442,0,1
1507,13,7,4,21,9,1,0,True,middle,10.3,,0.258,1.174,0.045,0.473,0.505,0,1
1508,13,7,5,29,9,0,0,True,middle,10.09,,0.26,0.724,0.083,0.538,0,0,0
1509,13,7,6,29,9,1,0,True,middle,10.0,,0.263,0.722,0.083,0.54,0.089,0,1
1510,13,8,1,29,14,1,0,True,middle,9.92,,0.266,0.721,0.083,0.541,0,0,1
1511,13,8,2,21,14,0,2,True,middle,9.96,,0.269,1.169,0.046,0.478,0.523,0,2
1512,13,8,3,21,14,0,0,True,middle,9.76,,0.272,1.168,0.046,0.48,0.377,0,0
1513,13,8,4,21,14,3,0,True,middle,9.92,,0.275,1.167,0.046,0.481,0.458,0,3
1514,13,8,5,29,14,1,0,True,middle,9.85,,0.277,0.716,0.084,0.546,0,0,1
1515,13,8,6,21,14,0,0,True,middle,9.67,,0.28,1.165,0.046,0.483,0.468,0,0
1516,13,9,1,29,8,0,0,True,middle,9.49,,0.283,0.771,0.079,0.549,0,0,0
1517,13,9,2,29,8,1,0,True,middle,9.43,,0.286,0.77,0.079,0.55,0.038,0,1
1518,13,9,3,21,8,2,0,True,middle,9.47,,0.289,1.218,0.041,0.487,0.448,0,2
1519,13,9,4,21,8,0,0,True,middle,9.31,,0.291,1.217,0.041,0.488,0.508,0,0
1520,13,9,5,21,8,1,0,True,middle,9.25,,0.294,1.216,0.041,0.489,0.467,0,1
1521,13,9,6,29,8,0,0,True,middle,9.1,,0.297,0.765,0.079,0.555,0,0,0
1522,13,10,1,21,10,0,0,True,middle,8.95,,0.3,1.223,0.041,0.492,0.46,0,0
1523,13,10,2,21,10,0,1,False,middle,9.05,,0.303,1.222,0.006,0.493,0.49,0,1
1524,13,10,2,21,10,0,0,True,middle,8.9,,0.303,1.222,0.041,0.493,0.466,0,0
1525,13,10,3,21,10,0,0,True,middle,8.76,,0.306,1.221,0.041,0.495,0.553,0,0
1526,13,10,4,21,10,0,0,True,middle,8.62,,0.308,1.22,0.041,0.496,0.531,0,0
1527,13,10,5,21,10,0,0,True,middle,8.49,,0.311,1.218,0.041,0.497,0.458,0,0
1528,13,10,6,21,10,2,0,True,middle,8.55,,0.314,1.217,0.041,0.498,0.525,0,2
1529,13,11,1,29,12,1,0,True,middle,8.51,,0.317,0.995,0.057,0.564,0.13,0,1
1530,13,11,2,21,12,0,0,True,middle,8.38,,0.32,1.443,0.02,0.501,0.511,0,0
1531,13,11,3,21,12,1,0,True,middle,8.35,,0.323,1.442,0.02,0.502,0.609,0,1
1532,13,11,4,29,12,0,0,True,middle,8.23,,0.326,0.991,0.058,0.568,0.087,0,0
1533,13,11,5,29,12,1,0,True,middle,8.2,,0.328,0.99,0.058,0.569,0.165,0,1
1534,13,11,6,21,12,0,0,True,middle,8.08,,0.331,1.439,0.02,0.506,0.635,0,0
1535,13,12,1,29,7,0,0,True,middle,7.97,,0.334,0.654,0.09,0.572,0.076,0,0
1536,13,12,2,29,7,2,0,True,middle,8.03,,0.337,0.653,0.09,0.573,0,0,2
1537,13,12,3,29,7,0,0,True,middle,7.92,,0.34,0.652,0.09,0.574,0.042,0,0
1538,13,12,4,29,7,1,0,True,middle,7.89,,0.343,0.651,0.09,0.576,0,0,1
1539,13,12,5,21,7,1,1,False,middle,8.05,,0.345,1.099,0.008,0.512,0.464,0,2
1540,13,12,5,29,7,0,0,True,middle,7.95,,0.345,0.65,0.09,0.577,0.026,1,0
1541,13,12,6,22,7,1,0,True,middle,7.92,,0.374,0.36,0.111,0.568,0,0,1
1542,13,13,1,22,9,1,0,True,middle,7.9,,0.377,0.397,0.107,0.57,0,0,1
1543,13,13,2,21,9,0,0,True,middle,7.8,,0.38,1.123,0.051,0.528,0.37,0,0
1544,13,13,3,21,9,0,0,True,middle,7.7,,0.383,1.122,0.051,0.529,0.422,0,0
1545,13,13,4,21,9,0,0,True,middle,7.61,,0.386,1.12,0.051,0.531,0.394,0,0
1546,13,13,5,21,9,4,0,True,middle,7.81,,0.388,1.119,0.051,0.682,0.501,0,4
1547,13,13,6,21,9,0,0,True,middle,7.71,,0.391,1.118,0.051,0.533,0.515,0,0
1548,13,14,1,22,14,0,0,True,middle,7.62,,0.394,0.39,0.108,0.577,0,1,0
1549,13,14,2,24,14,0,0,True,middle,7.53,,0.423,0.544,0.116,0.74,0,0,0
1550,13,14,3,24,14,0,0,True,middle,7.45,,0.426,0.543,0.116,0.742,0,0,0
1551,13,14,4,24,14,1,0,True,middle,7.43,,0.428,0.542,0.117,0.743,0,0,1
1552,13,14,5,21,14,0,0,True,middle,7.35,,0.431,1.101,0.053,0.551,0.482,0,0
1553,13,14,6,21,14,0,0,True,middle,7.27,,0.434,1.1,0.053,0.552,0.526,0,0
1554,13,15,1,24,8,0,0,True,death,7.19,,0.437,0.595,0.13,0.747,0,0,0
1555,13,15,2,24,8,6,0,True,death,7.5,,0.44,0.594,0.13,0.898,0,0,6
1556,13,15,3,24,8,4,0,True,death,7.68,,0.443,0.593,0.13,0.899,0,0,4
1557,13,15,4,24,8,1,0,True,death,7.66,,0.446,0.592,0.13,0.751,0,0,1
1558,13,15,5,21,8,1,0,True,death,7.64,,0.448,1.151,0.066,0.559,0.445,0,1
1559,13,15,6,24,8,4,0,True,death,7.81,,0.451,0.589,0.13,0.903,0,1,4
1560,13,16,1,21,12,0,1,False,death,7.88,,0.48,1.376,0.006,0.573,0.572,0,1
1561,13,16,1,21,12,6,0,True,death,8.16,,0.48,1.376,0.045,0.723,0.588,0,6
1562,13,16,2,21,12,0,0,True,death,8.08,,0.483,1.375,0.045,0.574,0.631,0,0
1563,13,16,3,21,12,0,0,True,death,8.0,,0.486,1.374,0.045,0.576,0.635,0,0
1564,13,16,4,21,12,0,1,False,death,8.06,,0.489,1.372,0.006,0.577,0.552,0,1
1565,13,16,4,21,12,0,0,True,death,7.98,,0.489,1.372,0.046,0.577,0.639,0,0
1566,13,16,5,21,12,1,0,True,death,7.96,,0.491,1.371,0.046,0.578,0.508,1,1
1567,13,16,6,23,12,0,0,True,death,7.88,,0.52,0.7,0.112,0.698,0,0,0
1568,13,17,1,25,12,1,0,True,death,7.86,,0.523,0.861,0.083,0.642,0.177,0,1
1569,13,17,2,23,12,0,0,True,death,7.79,,0.526,0.698,0.112,0.701,0,0,0
1570,13,17,3,23,12,1,0,True,death,7.77,,0.529,0.696,0.112,0.702,0,0,1
1571,13,17,4,25,12,1,0,True,death,7.75,,0.532,0.857,0.083,0.647,0.132,0,1
1572,13,17,5,23,12,2,0,True,death,7.79,,0.534,0.694,0.112,0.705,0.008,0,2
1573,13,17,6,23,12,4,0,True,death,7.94,,0.537,0.693,0.113,0.856,0,0,4
1574,13,18,1,25,14,1,0,True,death,7.93,,0.54,0.558,0.112,0.65,0,0,1
1575,13,18,2,23,14,0,0,True,death,7.85,,0.543,0.395,0.141,0.709,0,0,0
1576,13,18,3,23,14,1,0,True,death,7.84,,0.546,0.394,0.141,0.71,0,0,1
1577,13,18,4,25,14,1,0,True,death,7.82,,0.549,0.554,0.112,0.654,0.063,0,1
1578,13,18,5,23,14,1,0,True,death,7.81,,0.551,0.392,0.141,0.712,0,0,1
1579,13,18,6,25,14,4,0,True,death,7.95,,0.554,0.552,0.112,0.806,0,0,4
1580,13,19,1,23,9,1,0,True,death,7.93,,0.557,0.389,0.142,0.715,0,0,1
1581,13,19,2,25,9,0,0,True,death,7.86,,0.56,0.55,0.113,0.659,0,0,0
1582,13,19,3,25,9,1,0,True,death,7.85,,0.563,0.549,0.113,0.66,0.005,1,1
1583,14,0,1,15,29,1,0,True,powerplay,6.0,7.71,0.22,1.519,0.034,0.649,0.584,0,1
1584,14,0,2,1,29,0,0,True,powerplay,3.0,7.78,0.223,1.425,0.037,0.572,0.515,0,0
1585,14,0,3,1,29,1,0,True,powerplay,4.0,7.79,0.228,1.423,0.037,0.574,0.621,0,1
1586,14,0,4,15,29,1,0,True,powerplay,4.5,7.81,0.231,1.514,0.035,0.654,0.551,0,1
1587,14,0,5,1,29,0,0,True,powerplay,3.6,7.88,0.234,1.421,0.038,0.577,0.535,0,0
1588,14,0,6,1,29,0,0,True,powerplay,3.0,7.95,0.239,1.419,0.038,0.579,0.488,0,0
1589,14,1,1,15,22,1,0,True,powerplay,3.43,7.96,0.244,1.585,0.028,0.66,0.611,0,1
1590,14,1,2,1,22,1,0,True,powerplay,3.75,7.98,0.247,1.492,0.031,0.583,0.554,0,1
1591,14,1,3,15,22,2,0,True,powerplay,4.67,7.95,0.251,1.582,0.028,0.663,0.66,0,2
1592,14,1,4,15,22,0,0,True,powerplay,4.2,8.02,0.253,1.581,0.029,0.664,0.682,0,0
1593,14,1,5,15,22,0,0,True,powerplay,3.82,8.09,0.257,1.58,0.029,0.666,0.55,0,0
1594,14,1,6,15,22,4,0,True,powerplay,5.5,7.94,0.262,1.578,0.029,0.818,0.603,0,4
1595,14,2,1,1,24,1,0,True,powerplay,5.54,7.96,0.261,1.486,0.032,0.589,0.524,0,1
1596,14,2,2,15,24,6,0,True,powerplay,7.71,7.7,0.264,1.577,0.029,0.819,0.544,0,6
1597,14,2,3,15,24,4,0,True,powerplay,8.8,7.54,0.26,1.578,0.029,0.817,0.69,0,4
1598,14,2,4,15,24,4,0,True,powerplay,9.75,7.38,0.258,1.579,0.029,0.816,0.553,0,4
1599,14,2,5,15,24,1,0,True,powerplay,9.53,7.4,0.256,1.58,0.029,0.665,0.6,0,1
1600,14,2,6,1,24,0,0,True,powerplay,9.0,7.47,0.26,1.486,0.032,0.588,0.563,0,0
1601,14,3,1,15,23,1,0,True,powerplay,8.84,7.49,0.264,1.596,0.027,0.669,0.698,0,1
1602,14,3,2,1,23,4,0,True,powerplay,9.6,7.32,0.268,1.502,0.03,0.742,0.562,0,4
1603,14,3,3,1,23,0,0,True,powerplay,9.14,7.39,0.266,1.503,0.03,0.591,0.559,0,0
1604,14,3,4,1,23,0,0,True,powerplay,8.73,7.47,0.271,1.501,0.03,0.593,0.57,0,0
1605,14,3,5,1,23,0,0,True,powerplay,8.35,7.55,0.276,1.498,0.03,0.596,0.596,0,0
1606,14,3,6,1,23,1,0,True,powerplay,8.25,7.56,0.281,1.496,0.031,0.598,0.59,0,1
1607,14,4,1,1,25,2,0,True,powerplay,8.4,7.52,0.284,1.505,0.03,0.599,0.543,0,2
1608,14,4,2,1,25,1,0,True,powerplay,8.31,7.53,0.286,1.504,0.03,0.6,0.601,0,1
1609,14,4,3,15,25,4,0,True,powerplay,8.89,7.35,0.289,1.595,0.027,0.83,0.652,0,4
1610,14,4,4,15,25,0,0,True,powerplay,8.57,7.43,0.287,1.596,0.027,0.679,0.671,0,0
1611,14,4,5,15,25,1,0,True,powerplay,8.48,7.45,0.292,1.593,0.028,0.681,0.68,0,1
1612,14,4,6,1,25,0,0,True,powerplay,8.2,7.53,0.295,1.5,0.03,0.604,0.529,0,0
1613,14,5,1,15,29,1,0,True,powerplay,8.13,7.55,0.3,1.485,0.038,0.685,0.557,1,1
1614,14,5,2,1,29,0,0,True,powerplay,7.88,7.64,0.33,1.38,0.042,0.62,0.633,1,0
1615,14,5,3,13,29,0,0,True,powerplay,7.64,7.72,0.361,1.327,0.047,0.655,0.496,0,0
1616,14,5,4,13,29,1,0,True,powerplay,7.59,7.74,0.366,1.325,0.047,0.658,0.466,0,1
1617,14,5,5,6,29,1,0,True,powerplay,7.54,7.76,0.369,1.521,0.047,0.83,0.564,0,1
1618,14,5,6,13,29,0,0,True,powerplay,7.33,7.86,0.373,1.322,0.047,0.661,0.525,0,0
1619,14,6,1,6,22,2,0,True,middle,7.46,7.81,0.379,1.593,0.041,0.835,0.643,0,2
1620,14,6,2,6,22,1,0,True,middle,7.42,7.83,0.38,1.593,0.041,0.835,0.525,0,1
1621,14,6,3,13,22,0,1,False,middle,7.58,7.76,0.383,1.394,0.006,0.665,0.47,0,1
1622,14,6,3,13,22,1,0,True,middle,7.54,7.78,0.381,1.395,0.04,0.664,0.617,0,1
1623,14,6,4,6,22,4,0,True,middle,7.95,7.57,0.385,1.591,0.041,0.988,0.632,0,4
1624,14,6,5,6,22,4,0,True,middle,8.34,7.37,0.382,1.592,0.041,0.986,0.636,0,4
1625,14,6,6,6,22,1,0,True,middle,8.29,7.38,0.379,1.593,0.041,0.835,0.511,0,1
1626,14,7,1,6,24,1,0,True,middle,8.23,7.4,0.382,1.592,0.041,0.836,0.617,0,1
1627,14,7,2,13,24,0,0,True,middle,8.05,7.5,0.385,1.393,0.04,0.666,0.519,0,0
1628,14,7,3,13,24,4,0,True,middle,8.4,7.28,0.391,1.391,0.041,0.819,0.465,0,4
1629,14,7,4,13,24,1,0,True,middle,8.35,7.3,0.388,1.392,0.041,0.667,0.619,0,1
1630,14,7,5,6,24,4,0,True,middle,8.68,7.07,0.391,1.588,0.041,0.99,0.511,0,4
1631,14,7,6,6,24,0,0,True,middle,8.5,7.17,0.387,1.59,0.041,0.838,0.582,0,0
1632,14,8,1,13,23,2,0,True,middle,8.57,7.1,0.393,1.409,0.039,0.67,0.604,0,2
1633,14,8,2,13,23,0,0,True,middle,8.4,7.2,0.394,1.409,0.039,0.67,0.471,0,0
1634,14,8,3,13,23,1,0,True,middle,8.35,7.22,0.399,1.407,0.039,0.672,0.595,0,1
1635,14,8,4,6,23,0,0,True,middle,8.19,7.32,0.403,1.602,0.04,0.846,0.544,0,0
1636,14,8,5,6,23,0,0,True,middle,8.04,7.43,0.408,1.6,0.04,0.848,0.668,0,0
1637,14,8,6,6,23,1,0,True,middle,8.0,7.45,0.414,1.597,0.04,0.851,0.522,0,1
1638,14,9,1,6,25,6,0,True,middle,8.51,7.02,0.418,1.605,0.04,1,0.589,0,6
1639,14,9,2,6,25,3,0,True,middle,8.68,6.84,0.408,1.609,0.039,0.848,0.574,0,3
1640,14,9,3,13,25,1,0,True,middle,8.63,6.86,0.406,1.413,0.039,0.676,0.555,0,1
1641,14,9,4,6,25,1,0,True,middle,8.59,6.87,0.41,1.609,0.039,0.849,0.645,0,1
1642,14,9,5,13,25,6,0,True,middle,9.05,6.39,0.413,1.41,0.039,0.829,0.509,0,6
1643,14,9,6,13,25,4,0,True,middle,9.3,6.1,0.402,1.415,0.038,0.824,0.483,0,4
1644,14,10,1,6,29,1,0,True,middle,9.25,6.1,0.396,1.51,0.049,0.842,0.523,0,1
1645,14,10,2,13,29,1,0,True,middle,9.19,6.1,0.399,1.311,0.048,0.672,0.449,0,1
1646,14,10,3,6,29,1,0,True,middle,9.14,6.11,0.402,1.507,0.049,0.845,0.469,0,1
1647,14,10,4,13,29,1,0,True,middle,9.09,6.11,0.405,1.309,0.049,0.675,0.51,0,1
1648,14,10,5,6,29,0,0,True,middle,8.95,6.22,0.408,1.505,0.049,0.848,0.623,0,0
1649,14,10,6,6,29,1,0,True,middle,8.91,6.22,0.414,1.502,0.049,0.851,0.521,0,1
1650,14,11,1,6,22,0,0,True,middle,8.78,6.34,0.417,1.577,0.042,0.852,0.554,0,0
1651,14,11,2,6,22,4,0,True,middle,9.0,6.0,0.423,1.575,0.043,1,0.625,0,4
1652,14,11,3,6,22,0,0,True,middle,8.87,6.12,0.416,1.578,0.042,0.851,0.653,0,0
1653,14,11,4,6,22,6,0,True,middle,9.26,5.52,0.422,1.575,0.042,1,0.601,0,6
1654,14,11,5,6,22,4,0,True,middle,9.46,5.14,0.408,1.581,0.042,0.998,0.595,0,4
1655,14,11,6,6,22,1,0,True,middle,9.42,5.12,0.4,1.584,0.041,0.844,0.532,0,1
1656,14,12,1,6,24,2,0,True,middle,9.45,4.98,0.402,1.583,0.042,0.845,0.647,0,2
1657,14,12,2,6,24,6,0,True,middle,9.81,4.3,0.401,1.584,0.042,0.995,0.528,0,6
1658,14,12,3,6,24,6,0,True,middle,10.16,3.6,0.385,1.591,0.041,0.988,0.658,0,6
1659,14,12,4,6,24,2,0,True,middle,10.18,3.41,0.367,1.598,0.04,0.829,0.614,0,2
1660,14,12,5,6,24,6,0,True,middle,10.52,2.65,0.365,1.599,0.04,0.979,0.508,0,6
1661,14,12,6,6,24,3,0,True,middle,10.62,2.29,0.346,1.607,0.039,0.82,0.555,0,3
1662,14,13,1,6,23,4,0,True,middle,10.78,1.76,0.338,1.629,0.037,0.966,0.611,0,4
1663,14,13,2,6,23,3,0,True,middle,10.88,1.35,0.326,1.634,0.036,0.811,0.552,0,3
1664,14,13,3,13,23,1,0,True,middle,10.81,1.23,0.317,1.441,0.036,0.636,0.552,0,1
1665,14,13,4,6,23,1,0,True,middle,10.76,1.11,0.317,1.638,0.036,0.807,0.621,0,1
1666,14,13,5,13,23,1,0,True,middle,10.7,0.97,0.316,1.442,0.036,0.635,0.61,0,1
1667,14,13,6,6,23,2,0,True,middle,10.71,0.67,0.315,1.639,0.036,0.806,0.625,0,2
1668,14,14,1,13,25,0,0,True,middle,10.59,0.69,0.309,1.454,0.034,0.632,0.499,0,0
1669,14,14,2,13,25,0,1,False,middle,10.66,0.51,0.313,1.452,0.006,0.634,0.574,0,1
1670,14,14,2,13,25,1,0,True,middle,10.6,0.35,0.307,1.455,0.034,0.631,0.542,0,1
1671,14,14,3,6,25,4,0,True,middle,10.76,0.0,0.306,1.652,0.035,0.952,0.514,0,4
1672,15,0,1,15,44,1,0,True,powerplay,6.0,,0.0,1.554,0.03,0.55,0.602,0,1
1673,15,0,2,1,44,2,0,True,powerplay,9.0,,0.003,1.461,0.033,0.473,0.585,0,2
1674,15,0,3,1,44,1,0,True,powerplay,8.0,,0.006,1.459,0.033,0.474,0.547,0,1
1675,15,0,4,15,44,1,0,True,powerplay,7.5,,0.009,1.55,0.03,0.554,0.498,0,1
1676,15,0,5,1,44,0,0,True,powerplay,6.0,,0.011,1.457,0.033,0.476,0.489,0,0
1677,15,0,6,1,44,0,0,True,powerplay,5.0,,0.014,1.456,0.033,0.478,0.612,0,0
1678,15,1,1,15,38,1,0,True,powerplay,5.14,,0.017,1.566,0.029,0.558,0.63,0,1
1679,15,1,2,1,38,1,0,True,powerplay,5.25,,0.02,1.473,0.032,0.48,0.611,0,1
1680,15,1,3,15,38,0,0,True,powerplay,4.67,,0.023,1.564,0.029,0.56,0.568,0,0
1681,15,1,4,15,38,1,0,True,powerplay,4.8,,0.026,1.562,0.029,0.562,0.522,0,1
1682,15,1,5,1,38,1,0,True,powerplay,4.91,,0.028,1.469,0.032,0.484,0.487,0,1
1683,15,1,6,15,38,0,0,True,powerplay,4.5,,0.031,1.56,0.029,0.564,0.488,0,0
1684,15,2,1,1,40,2,0,True,powerplay,5.08,,0.034,1.591,0.02,0.487,0.587,0,2
1685,15,2,2,1,40,0,0,True,powerplay,4.71,,0.037,1.589,0.021,0.488,0.599,0,0
1686,15,2,3,1,40,0,2,True,powerplay,5.2,,0.04,1.588,0.021,0.489,0.626,0,2
1687,15,2,4,1,40,1,0,True,powerplay,5.25,,0.043,1.587,0.021,0.491,0.638,0,1
1688,15,2,5,15,40,0,0,True,powerplay,4.94,,0.045,1.678,0.018,0.57,0.621,0,0
1689,15,2,6,15,40,4,0,True,powerplay,6.0,,0.048,1.677,0.018,0.722,0.672,0,4
1690,15,3,1,1,37,4,0,True,powerplay,6.95,,0.051,1.631,0.017,0.644,0.594,0,4
1691,15,3,2,1,37,4,0,True,powerplay,7.8,,0.054,1.63,0.017,0.646,0.603,0,4
1692,15,3,3,1,37,1,0,True,powerplay,7.71,,0.057,1.628,0.017,0.497,0.649,0,1
1693,15,3,4,15,37,0,0,True,powerplay,7.36,,0.059,1.72,0.014,0.577,0.657,0,0
1694,15,3,5,15,37,1,0,True,powerplay,7.3,,0.062,1.719,0.014,0.578,0.564,0,1
1695,15,3,6,1,37,2,0,True,powerplay,7.5,,0.065,1.625,0.017,0.501,0.535,0,2
1696,15,4,1,15,39,6,0,True,powerplay,8.64,,0.068,1.735,0.013,0.731,0.63,0,6
1697,15,4,2,15,39,1,0,True,powerplay,8.54,,0.071,1.734,0.013,0.582,0.707,0,1
1698,15,4,3,1,39,1,0,True,powerplay,8.44,,0.074,1.64,0.016,0.505,0.562,0,1
1699,15,4,4,15,39,0,0,True,powerplay,8.14,,0.077,1.731,0.013,0.585,0.572,0,0
1700,15,4,5,15,39,1,0,True,powerplay,8.07,,0.079,1.731,0.013,0.586,0.7,0,1
1701,15,4,6,1,39,1,0,True,powerplay,8.0,,0.082,1.637,0.016,0.508,0.542,0,1
1702,15,5,1,1,42,1,0,True,powerplay,7.94,,0.085,1.683,0.012,0.51,0.634,0,1
1703,15,5,2,15,42,2,0,True,powerplay,8.06,,0.088,1.774,0.009,0.59,0.732,0,2
1704,15,5,3,15,42,4,0,True,powerplay,8.55,,0.091,1.773,0.009,0.741,0.606,0,4
1705,15,5,4,15,42,0,0,True,powerplay,8.29,,0.094,1.772,0.01,0.592,0.607,0,0
1706,15,5,5,15,42,4,0,True,powerplay,8.74,,0.096,1.771,0.01,0.743,0.677,0,4
1707,15,5,6,15,42,4,0,True,powerplay,9.17,,0.099,1.77,0.01,0.745,0.679,0,4
1708,15,6,1,1,44,1,0,True,middle,9.08,,0.102,1.419,0.037,0.517,0.583,0,1
1709,15,6,2,15,44,0,0,True,middle,8.84,,0.105,1.51,0.035,0.597,0.623,0,0
1710,15,6,3,15,44,4,0,True,middle,9.23,,0.108,1.509,0.035,0.749,0.602,0,4
1711,15,6,4,15,44,0,0,True,middle,9.0,,0.111,1.508,0.035,0.6,0.567,0,0
1712,15,6,5,15,44,1,0,True,middle,8.93,,0.113,1.507,0.035,0.601,0.521,0,1
1713,15,6,6,1,44,0,0,True,middle,8.71,,0.116,1.413,0.038,0.524,0.587,0,0
1714,15,7,1,15,38,1,0,True,middle,8.65,,0.119,1.523,0.033,0.604,0.639,1,1
1715,15,7,2,1,38,2,0,True,middle,8.73,,0.148,1.419,0.037,0.538,0.61,0,2
1716,15,7,3,1,38,0,0,True,middle,8.53,,0.151,1.418,0.038,0.539,0.493,0,0
1717,15,7,4,1,38,1,0,True,middle,8.48,,0.153,1.417,0.038,0.54,0.62,0,1
1718,15,7,5,6,38,1,0,True,middle,8.43,,0.156,1.572,0.041,0.734,0.576,0,1
1719,15,7,6,1,38,1,0,True,middle,8.38,,0.159,1.414,0.038,0.543,0.504,0,1
1720,15,8,1,1,40,0,0,True,middle,8.2,,0.162,1.537,0.026,0.544,0.542,0,0
1721,15,8,2,1,40,1,0,True,middle,8.16,,0.165,1.535,0.026,0.546,0.543,0,1
1722,15,8,3,6,40,6,0,True,middle,8.71,,0.168,1.691,0.03,0.89,0.543,0,6
1723,15,8,4,6,40,0,0,True,middle,8.54,,0.171,1.69,0.03,0.741,0.586,0,0
1724,15,8,5,6,40,1,0,True,middle,8.49,,0.173,1.689,0.03,0.742,0.654,0,1
1725,15,8,6,1,40,4,0,True,middle,8.78,,0.176,1.531,0.027,0.701,0.587,0,4
1726,15,9,1,6,37,0,0,True,middle,8.62,,0.179,1.734,0.026,0.745,0.54,0,0
1727,15,9,2,6,37,2,0,True,middle,8.68,,0.182,1.733,0.026,0.746,0.573,0,2
1728,15,9,3,6,37,1,0,True,middle,8.63,,0.185,1.732,0.026,0.748,0.583,0,1
1729,15,9,4,1,37,0,0,True,middle,8.48,,0.188,1.573,0.023,0.556,0.643,0,0
1730,15,9,5,1,37,4,0,True,middle,8.75,,0.19,1.573,0.023,0.707,0.64,0,4
1731,15,9,6,1,37,0,0,True,middle,8.6,,0.193,1.571,0.023,0.558,0.63,0,0
1732,15,10,1,6,39,1,0,True,middle,8.56,,0.196,1.746,0.025,0.752,0.653,0,1
1733,15,10,2,1,39,0,2,True,middle,8.61,,0.199,1.588,0.022,0.561,0.595,0,2
1734,15,10,3,1,39,0,1,True,middle,8.57,,0.202,1.587,0.022,0.562,0.546,0,1
1735,15,10,4,6,39,4,0,True,middle,8.81,,0.205,1.742,0.025,0.907,0.59,0,4
1736,15,10,5,6,39,2,0,True,middle,8.86,,0.207,1.742,0.026,0.757,0.596,0,2
1737,15,10,6,6,39,1,0,True,middle,8.82,,0.21,1.74,0.026,0.759,0.662,0,1
1738,15,11,1,6,42,0,0,True,middle,8.69,,0.213,1.787,0.021,0.76,0.613,0,0
1739,15,11,2,6,42,1,0,True,middle,8.65,,0.216,1.785,0.021,0.761,0.596,0,1
1740,15,11,3,1,42,4,0,True,middle,8.87,,0.219,1.627,0.018,0.72,0.605,0,4
1741,15,11,4,1,42,0,2,True,middle,8.91,,0.222,1.626,0.018,0.571,0.603,0,2
1742,15,11,5,1,42,2,0,True,middle,8.96,,0.224,1.625,0.018,0.572,0.706,0,2
1743,15,11,6,1,42,1,0,True,middle,8.92,,0.227,1.624,0.018,0.574,0.667,0,1
1744,15,12,1,1,44,1,0,True,middle,8.88,,0.23,1.365,0.043,0.575,0.577,0,1
1745,15,12,2,6,44,4,0,True,middle,9.08,,0.233,1.521,0.047,0.919,0.485,0,4
1746,15,12,3,6,44,0,0,True,middle,8.96,,0.236,1.52,0.047,0.77,0.531,0,0
1747,15,12,4,6,44,1,0,True,middle,8.92,,0.239,1.519,0.047,0.772,0.599,0,1
1748,15,12,5,1,44,0,0,True,middle,8.81,,0.241,1.361,0.043,0.58,0.604,0,0
1749,15,12,6,1,44,0,0,True,middle,8.69,,0.244,1.359,0.044,0.581,0.512,0,0
1750,15,13,1,6,38,0,0,True,middle,8.58,,0.247,1.534,0.045,0.775,0.57,0,0
1751,15,13,2,6,38,1,0,True,middle,8.55,,0.25,1.533,0.046,0.777,0.468,0,1
1752,15,13,3,1,38,4,0,True,middle,8.74,,0.253,1.375,0.042,0.735,0.524,0,4
1753,15,13,4,1,38,1,0,True,middle,8.71,,0.256,1.373,0.042,0.587,0.544,0,1
1754,15,13,5,6,38,0,0,True,middle,8.6,,0.258,1.53,0.046,0.78,0.53,0,0
1755,15,13,6,6,38,2,0,True,middle,8.64,,0.261,1.528,0.046,0.782,0.568,0,2
1756,15,14,1,1,40,0,0,True,middle,8.54,,0.264,1.494,0.031,0.59,0.569,0,0
1757,15,14,2,1,40,0,1,True,middle,8.51,,0.267,1.493,0.031,0.592,0.535,0,1
1758,15,14,3,6,40,0,0,True,middle,8.41,,0.27,1.648,0.035,0.786,0.646,0,0
